customer_id,full_name,gender,country,age,annual_income,signup_date,internal_record_number,raw_import_timestamp,data_source,notes
38,Customer 38,Male,Germany,45.0,,2023-07-22,100038,2024-01-01,crm,follow up
39,Customer 39,Male,USA,45.0,150000.0,2023-07-22,100039,2024-01-01,crm,
40,Customer 40,Male,USA,45.0,,2023-07-22,100040,2024-01-01,crm,
41,Customer 41,Male,USA,45.0,47000.0,2023-03-15,100041,2024-01-01,crm,
42,Customer 42,Male,USA,67.0,,,100042,2024-01-01,crm,
43,Customer 43,Male,Germany,45.0,,,100043,2024-01-01,crm,follow up
44,Customer 44,Male,USA,45.0,,2023-03-15,100044,2024-01-01,crm,follow up
45,Customer 45,Male,Germany,45.0,,2023-07-22,100045,2024-01-01,crm,
46,Customer 46,Female,France,37.0,,2023-03-15,100046,2024-01-01,crm,vip
47,Customer 47,Female,Germany,32.0,,2023-03-15,100047,2024-01-01,crm,
48,Customer 48,Female,France,45.0,,2023-03-15,100048,2024-01-01,crm,vip
49,Customer 49,Male,USA,45.0,,,100049,2024-01-01,crm,follow up
50,Customer 50,Female,France,45.0,,,100050,2024-01-01,crm,
51,Customer 51,Male,UK,32.0,,2023-03-04,100051,2024-01-01,crm,
52,Customer 52,Female,USA,45.0,,2023-07-22,100052,2024-01-01,crm,
53,Customer 53,Male,Germany,45.0,103000.0,2023-03-04,100053,2024-01-01,crm,
54,Customer 54,Female,USA,45.0,88000.0,2023-01-15,100054,2024-01-01,crm,vip
55,Customer 55,Male,Germany,45.0,,2023-01-15,100055,2024-01-01,crm,follow up
56,Customer 56,Male,USA,45.0,,2023-01-15,100056,2024-01-01,crm,
57,Customer 57,Male,USA,34.0,,2023-03-04,100057,2024-01-01,crm,vip
58,Customer 58,Male,UK,45.0,,2023-03-04,100058,2024-01-01,crm,vip
59,Customer 59,Male,USA,20.0,,,100059,2024-01-01,crm,follow up
60,Customer 60,Female,Germany,45.0,,,100060,2024-01-01,crm,vip
61,Customer 61,Female,USA,45.0,,2023-07-22,100061,2024-01-01,crm,vip
62,Customer 62,Male,UK,26.0,,2023-07-22,100062,2024-01-01,crm,
63,Customer 63,Male,USA,45.0,,,100063,2024-01-01,crm,
64,Customer 64,Female,USA,45.0,,2023-03-04,100064,2024-01-01,crm,follow up
65,Customer 65,Male,USA,45.0,,2023-01-15,100065,2024-01-01,crm,vip
66,Customer 66,Female,USA,29.0,,2023-01-15,100066,2024-01-01,crm,follow up
67,Customer 67,Male,Germany,45.0,83000.0,2023-01-15,100067,2024-01-01,crm,vip
68,Customer 68,Male,USA,43.0,120000.0,2023-03-04,100068,2024-01-01,crm,vip
69,Customer 69,Female,USA,45.0,,2023-07-22,100069,2024-01-01,crm,
70,Customer 70,Male,France,45.0,,,100070,2024-01-01,crm,
71,Customer 71,Male,UK,50.0,78000.0,2023-01-15,100071,2024-01-01,crm,
72,Customer 72,Female,France,41.0,,,100072,2024-01-01,crm,
73,Customer 73,Female,USA,45.0,,2023-01-15,100073,2024-01-01,crm,follow up
74,Customer 74,Male,France,50.0,,2023-03-04,100074,2024-01-01,crm,
75,Customer 75,Male,USA,45.0,,2023-07-22,100075,2024-01-01,crm,follow up
76,Customer 76,Male,Germany,45.0,,2023-01-15,100076,2024-01-01,crm,
77,Customer 77,Male,USA,45.0,54000.0,2023-07-22,100077,2024-01-01,crm,
78,Customer 78,Female,USA,61.0,,2023-03-04,100078,2024-01-01,crm,vip
79,Customer 79,Female,Germany,47.0,,2023-01-15,100079,2024-01-01,crm,follow up
80,Customer 80,Male,USA,47.0,,2023-03-04,100080,2024-01-01,crm,follow up
81,Customer 81,Female,USA,22.0,,2023-03-04,100081,2024-01-01,crm,
82,Customer 82,Male,UK,45.0,,2023-03-15,100082,2024-01-01,crm,follow up
83,Customer 83,Female,Germany,45.0,,2023-07-22,100083,2024-01-01,crm,follow up
84,Customer 84,Male,France,45.0,,2023-03-04,100084,2024-01-01,crm,
85,Customer 85,Male,USA,45.0,121000.0,2023-03-15,100085,2024-01-01,crm,
86,Customer 86,Female,USA,45.0,,2023-07-22,100086,2024-01-01,crm,
87,Customer 87,Male,Germany,45.0,,2023-01-15,100087,2024-01-01,crm,
88,Customer 88,Female,USA,45.0,,2023-07-22,100088,2024-01-01,crm,vip
89,Customer 89,Female,UK,45.0,,,100089,2024-01-01,crm,
90,Customer 90,Female,USA,45.0,,2023-03-04,100090,2024-01-01,crm,follow up
91,Customer 91,Male,Germany,45.0,,2023-03-04,100091,2024-01-01,crm,vip
92,Customer 92,Male,USA,45.0,,2023-03-04,100092,2024-01-01,crm,follow up
93,Customer 93,Male,France,43.0,,2023-01-15,100093,2024-01-01,crm,
94,Customer 94,Male,UK,45.0,,2023-07-22,100094,2024-01-01,crm,follow up
95,Customer 95,Female,Germany,45.0,,2023-03-04,100095,2024-01-01,crm,
96,Customer 96,Male,USA,45.0,71000.0,2023-07-22,100096,2024-01-01,crm,follow up
97,Customer 97,Female,France,45.0,,2023-03-04,100097,2024-01-01,crm,
98,Customer 98,Female,USA,45.0,,2023-01-15,100098,2024-01-01,crm,vip
99,Customer 99,Female,Germany,45.0,,2023-01-15,100099,2024-01-01,crm,
100,Customer 100,Male,Germany,45.0,145000.0,2023-01-15,100100,2024-01-01,crm,follow up
101,Customer 101,Male,UK,45.0,83000.0,2023-03-15,100101,2024-01-01,crm,
102,Customer 102,Female,Germany,61.0,137000.0,,100102,2024-01-01,crm,
103,Customer 103,Male,UK,45.0,,2023-03-15,100103,2024-01-01,crm,vip
104,Customer 104,Male,France,45.0,45000.0,2023-03-04,100104,2024-01-01,crm,
105,Customer 105,Female,USA,32.0,,2023-07-22,100105,2024-01-01,crm,vip
106,Customer 106,Male,France,45.0,,,100106,2024-01-01,crm,
107,Customer 107,Male,Germany,45.0,34000.0,2023-03-15,100107,2024-01-01,crm,follow up
108,Customer 108,Female,France,44.0,,2023-07-22,100108,2024-01-01,crm,vip
109,Customer 109,Female,Germany,45.0,,2023-07-22,100109,2024-01-01,crm,
110,Customer 110,Male,UK,36.0,,2023-03-15,100110,2024-01-01,crm,vip
111,Customer 111,Female,USA,45.0,,2023-01-15,100111,2024-01-01,crm,follow up
112,Customer 112,Male,USA,45.0,,2023-01-15,100112,2024-01-01,crm,
113,Customer 113,Female,USA,31.0,,2023-01-15,100113,2024-01-01,crm,
114,Customer 114,Female,Germany,45.0,48000.0,2023-03-15,100114,2024-01-01,crm,vip
115,Customer 115,Female,USA,45.0,,2023-07-22,100115,2024-01-01,crm,vip
116,Customer 116,Male,Germany,28.0,20000.0,2023-03-04,100116,2024-01-01,crm,
117,Customer 117,Male,Germany,74.0,,2023-03-04,100117,2024-01-01,crm,vip
118,Customer 118,Female,USA,45.0,,,100118,2024-01-01,crm,follow up
119,Customer 119,Female,USA,45.0,,2023-03-15,100119,2024-01-01,crm,follow up
120,Customer 120,Male,Germany,45.0,36000.0,2023-03-04,100120,2024-01-01,crm,
121,Customer 121,Female,USA,45.0,,2023-03-04,100121,2024-01-01,crm,
122,Customer 122,Male,France,45.0,,2023-01-15,100122,2024-01-01,crm,
123,Customer 123,Male,UK,32.0,,2023-07-22,100123,2024-01-01,crm,vip
124,Customer 124,Female,UK,45.0,,2023-01-15,100124,2024-01-01,crm,vip
125,Customer 125,Female,UK,45.0,,2023-07-22,100125,2024-01-01,crm,vip
126,Customer 126,Male,USA,45.0,,2023-03-15,100126,2024-01-01,crm,follow up
127,Customer 127,Male,France,45.0,,2023-07-22,100127,2024-01-01,crm,
128,Customer 128,Male,USA,57.0,73000.0,2023-07-22,100128,2024-01-01,crm,follow up
129,Customer 129,Female,Germany,45.0,,2023-07-22,100129,2024-01-01,crm,
130,Customer 130,Female,Germany,72.0,,2023-03-04,100130,2024-01-01,crm,vip
131,Customer 131,Male,USA,45.0,,2023-03-15,100131,2024-01-01,crm,
132,Customer 132,Female,USA,45.0,,2023-01-15,100132,2024-01-01,crm,follow up
133,Customer 133,Male,USA,45.0,,2023-01-15,100133,2024-01-01,crm,
134,Customer 134,Male,Germany,45.0,,2023-01-15,100134,2024-01-01,crm,vip
135,Customer 135,Female,USA,45.0,69000.0,2023-03-04,100135,2024-01-01,crm,
136,Customer 136,Female,Germany,34.0,,2023-03-15,100136,2024-01-01,crm,
137,Customer 137,Male,USA,27.0,,2023-01-15,100137,2024-01-01,crm,
138,Customer 138,Male,UK,45.0,,,100138,2024-01-01,crm,vip
139,Customer 139,Male,USA,45.0,143000.0,2023-07-22,100139,2024-01-01,crm,
140,Customer 140,Female,France,45.0,,2023-07-22,100140,2024-01-01,crm,vip
141,Customer 141,Female,USA,45.0,126000.0,2023-03-04,100141,2024-01-01,crm,vip
142,Customer 142,Female,Germany,45.0,,2023-07-22,100142,2024-01-01,crm,
143,Customer 143,Male,Germany,45.0,128000.0,2023-01-15,100143,2024-01-01,crm,follow up
144,Customer 144,Male,USA,45.0,53000.0,2023-01-15,100144,2024-01-01,crm,
145,Customer 145,Female,UK,43.0,,2023-03-15,100145,2024-01-01,crm,vip
146,Customer 146,Male,USA,45.0,37000.0,2023-07-22,100146,2024-01-01,crm,follow up
147,Customer 147,Female,USA,26.0,,2023-01-15,100147,2024-01-01,crm,follow up
148,Customer 148,Male,France,45.0,,,100148,2024-01-01,crm,
149,Customer 149,Female,USA,45.0,,,100149,2024-01-01,crm,
150,Customer 150,Female,USA,45.0,,2023-01-15,100150,2024-01-01,crm,
151,Customer 151,Female,UK,38.0,,,100151,2024-01-01,crm,vip
152,Customer 152,Female,Germany,45.0,,2023-03-04,100152,2024-01-01,crm,follow up
153,Customer 153,Male,Germany,29.0,,2023-07-22,100153,2024-01-01,crm,
154,Customer 154,Female,UK,45.0,,2023-07-22,100154,2024-01-01,crm,
155,Customer 155,Male,USA,45.0,113000.0,2023-07-22,100155,2024-01-01,crm,
156,Customer 156,Male,France,26.0,100000.0,2023-01-15,100156,2024-01-01,crm,follow up
157,Customer 157,Female,UK,26.0,36000.0,2023-03-15,100157,2024-01-01,crm,
158,Customer 158,Female,USA,45.0,76000.0,2023-03-04,100158,2024-01-01,crm,vip
159,Customer 159,Female,USA,45.0,,2023-03-04,100159,2024-01-01,crm,follow up
160,Customer 160,Female,Germany,45.0,,2023-01-15,100160,2024-01-01,crm,
161,Customer 161,Female,Germany,45.0,,2023-03-15,100161,2024-01-01,crm,vip
162,Customer 162,Male,UK,51.0,,,100162,2024-01-01,crm,
163,Customer 163,Male,Germany,45.0,,2023-07-22,100163,2024-01-01,crm,vip
164,Customer 164,Male,USA,45.0,,2023-03-15,100164,2024-01-01,crm,
165,Customer 165,Male,France,45.0,,,100165,2024-01-01,crm,vip
166,Customer 166,Female,USA,65.0,,2023-03-04,100166,2024-01-01,crm,follow up
167,Customer 167,Female,Germany,41.0,,2023-03-15,100167,2024-01-01,crm,
168,Customer 168,Male,USA,45.0,97000.0,,100168,2024-01-01,crm,vip
169,Customer 169,Male,USA,45.0,,2023-03-04,100169,2024-01-01,crm,follow up
170,Customer 170,Female,USA,45.0,,2023-01-15,100170,2024-01-01,crm,
171,Customer 171,Female,USA,45.0,,2023-01-15,100171,2024-01-01,crm,
172,Customer 172,Female,UK,45.0,,2023-03-15,100172,2024-01-01,crm,
173,Customer 173,Male,USA,21.0,,2023-03-15,100173,2024-01-01,crm,
174,Customer 174,Male,UK,24.0,,2023-07-22,100174,2024-01-01,crm,
175,Customer 175,Male,Germany,45.0,,2023-01-15,100175,2024-01-01,crm,vip
176,Customer 176,Female,USA,45.0,,2023-07-22,100176,2024-01-01,crm,follow up
177,Customer 177,Male,France,45.0,,2023-01-15,100177,2024-01-01,crm,vip
178,Customer 178,Female,France,20.0,,2023-01-15,100178,2024-01-01,crm,vip
179,Customer 179,Female,Germany,45.0,,2023-03-15,100179,2024-01-01,crm,
180,Customer 180,Male,USA,45.0,,2023-03-15,100180,2024-01-01,crm,vip
181,Customer 181,Female,Germany,45.0,,2023-07-22,100181,2024-01-01,crm,
182,Customer 182,Male,Germany,45.0,,2023-07-22,100182,2024-01-01,crm,
183,Customer 183,Male,USA,27.0,26000.0,2023-01-15,100183,2024-01-01,crm,
184,Customer 184,Male,USA,62.0,27000.0,2023-03-15,100184,2024-01-01,crm,
185,Customer 185,Female,USA,65.0,,2023-03-15,100185,2024-01-01,crm,
186,Customer 186,Female,Germany,45.0,,2023-01-15,100186,2024-01-01,crm,
187,Customer 187,Male,UK,69.0,,2023-01-15,100187,2024-01-01,crm,
188,Customer 188,Male,UK,45.0,,2023-03-04,100188,2024-01-01,crm,follow up
189,Customer 189,Male,USA,45.0,92000.0,2023-03-04,100189,2024-01-01,crm,vip
190,Customer 190,Male,Germany,45.0,,2023-01-15,100190,2024-01-01,crm,follow up
191,Customer 191,Male,UK,45.0,140000.0,,100191,2024-01-01,crm,
192,Customer 192,Female,UK,70.0,,2023-07-22,100192,2024-01-01,crm,
193,Customer 193,Male,USA,36.0,,2023-07-22,100193,2024-01-01,crm,
194,Customer 194,Female,France,45.0,,,100194,2024-01-01,crm,vip
195,Customer 195,Male,USA,45.0,,2023-03-15,100195,2024-01-01,crm,
196,Customer 196,Female,UK,45.0,,2023-03-04,100196,2024-01-01,crm,
197,Customer 197,Female,Germany,75.0,128000.0,2023-03-04,100197,2024-01-01,crm,
198,Customer 198,Male,USA,45.0,,2023-07-22,100198,2024-01-01,crm,
199,Customer 199,Male,Germany,66.0,,,100199,2024-01-01,crm,
200,Customer 200,Female,France,45.0,,2023-07-22,100200,2024-01-01,crm,vip
201,Customer 201,Male,USA,45.0,,,100201,2024-01-01,crm,
202,Customer 202,Male,USA,45.0,,2023-03-04,100202,2024-01-01,crm,vip
203,Customer 203,Female,USA,45.0,86000.0,2023-03-15,100203,2024-01-01,crm,
204,Customer 204,Female,Germany,45.0,,2023-07-22,100204,2024-01-01,crm,vip
205,Customer 205,Female,USA,58.0,,2023-07-22,100205,2024-01-01,crm,follow up
206,Customer 206,Male,USA,45.0,,2023-07-22,100206,2024-01-01,crm,
207,Customer 207,Female,USA,45.0,,2023-07-22,100207,2024-01-01,crm,follow up
208,Customer 208,Female,France,45.0,66000.0,2023-07-22,100208,2024-01-01,crm,follow up
209,Customer 209,Male,USA,58.0,,2023-07-22,100209,2024-01-01,crm,
210,Customer 210,Male,UK,45.0,136000.0,,100210,2024-01-01,crm,follow up
211,Customer 211,Male,France,45.0,103000.0,2023-07-22,100211,2024-01-01,crm,follow up
212,Customer 212,Male,USA,45.0,,,100212,2024-01-01,crm,vip
213,Customer 213,Male,UK,45.0,,,100213,2024-01-01,crm,
214,Customer 214,Female,UK,45.0,,2023-07-22,100214,2024-01-01,crm,
215,Customer 215,Female,USA,43.0,111000.0,2023-03-04,100215,2024-01-01,crm,vip
216,Customer 216,Female,Germany,21.0,,2023-07-22,100216,2024-01-01,crm,vip
217,Customer 217,Male,USA,45.0,,,100217,2024-01-01,crm,
218,Customer 218,Female,Germany,45.0,53000.0,2023-03-15,100218,2024-01-01,crm,follow up
219,Customer 219,Female,Germany,45.0,,2023-07-22,100219,2024-01-01,crm,follow up
220,Customer 220,Male,UK,45.0,,2023-03-15,100220,2024-01-01,crm,vip
221,Customer 221,Female,Germany,45.0,,2023-07-22,100221,2024-01-01,crm,
222,Customer 222,Female,UK,45.0,,2023-03-04,100222,2024-01-01,crm,follow up
223,Customer 223,Female,Germany,57.0,,2023-03-04,100223,2024-01-01,crm,follow up
224,Customer 224,Male,USA,45.0,,,100224,2024-01-01,crm,
225,Customer 225,Female,USA,31.0,,,100225,2024-01-01,crm,
226,Customer 226,Male,USA,45.0,,2023-03-04,100226,2024-01-01,crm,
227,Customer 227,Female,Germany,45.0,,2023-03-15,100227,2024-01-01,crm,follow up
228,Customer 228,Female,USA,51.0,132000.0,,100228,2024-01-01,crm,
229,Customer 229,Male,Germany,45.0,,,100229,2024-01-01,crm,
230,Customer 230,Female,Germany,45.0,,2023-07-22,100230,2024-01-01,crm,
231,Customer 231,Male,Germany,73.0,,2023-07-22,100231,2024-01-01,crm,follow up
232,Customer 232,Female,USA,45.0,,2023-07-22,100232,2024-01-01,crm,
233,Customer 233,Female,France,41.0,25000.0,2023-03-04,100233,2024-01-01,crm,
234,Customer 234,Male,Germany,45.0,,2023-07-22,100234,2024-01-01,crm,
235,Customer 235,Male,USA,45.0,,,100235,2024-01-01,crm,
236,Customer 236,Male,Germany,45.0,84000.0,2023-03-04,100236,2024-01-01,crm,vip
237,Customer 237,Male,UK,45.0,,,100237,2024-01-01,crm,vip
238,Customer 238,Female,France,49.0,,2023-03-04,100238,2024-01-01,crm,vip
239,Customer 239,Female,Germany,58.0,,,100239,2024-01-01,crm,follow up
240,Customer 240,Male,Germany,45.0,96000.0,2023-01-15,100240,2024-01-01,crm,
241,Customer 241,Female,UK,48.0,,,100241,2024-01-01,crm,
242,Customer 242,Female,France,62.0,74000.0,2023-07-22,100242,2024-01-01,crm,
243,Customer 243,Male,France,29.0,127000.0,2023-01-15,100243,2024-01-01,crm,vip
244,Customer 244,Female,UK,45.0,,2023-07-22,100244,2024-01-01,crm,
245,Customer 245,Male,USA,45.0,147000.0,2023-01-15,100245,2024-01-01,crm,follow up
246,Customer 246,Male,France,45.0,37000.0,2023-07-22,100246,2024-01-01,crm,
247,Customer 247,Female,UK,44.0,,2023-03-15,100247,2024-01-01,crm,
248,Customer 248,Female,USA,45.0,22000.0,2023-01-15,100248,2024-01-01,crm,
249,Customer 249,Male,USA,48.0,,2023-07-22,100249,2024-01-01,crm,
250,Customer 250,Male,USA,45.0,,,100250,2024-01-01,crm,follow up
251,Customer 251,Female,France,45.0,33000.0,2023-01-15,100251,2024-01-01,crm,
252,Customer 252,Male,France,61.0,,2023-03-04,100252,2024-01-01,crm,
253,Customer 253,Female,Germany,45.0,,2023-07-22,100253,2024-01-01,crm,
254,Customer 254,Female,UK,45.0,,2023-07-22,100254,2024-01-01,crm,follow up
255,Customer 255,Female,USA,45.0,,2023-01-15,100255,2024-01-01,crm,vip
256,Customer 256,Male,France,45.0,,2023-03-15,100256,2024-01-01,crm,follow up
257,Customer 257,Female,France,45.0,,2023-01-15,100257,2024-01-01,crm,vip
258,Customer 258,Male,USA,45.0,,2023-03-15,100258,2024-01-01,crm,
259,Customer 259,Male,UK,45.0,108000.0,,100259,2024-01-01,crm,follow up
260,Customer 260,Female,USA,45.0,99000.0,2023-07-22,100260,2024-01-01,crm,follow up
261,Customer 261,Female,USA,34.0,,,100261,2024-01-01,crm,
262,Customer 262,Male,UK,40.0,,,100262,2024-01-01,crm,vip
263,Customer 263,Male,USA,45.0,,2023-03-15,100263,2024-01-01,crm,
264,Customer 264,Female,UK,45.0,,2023-07-22,100264,2024-01-01,crm,
265,Customer 265,Female,USA,45.0,,2023-07-22,100265,2024-01-01,crm,
266,Customer 266,Female,USA,56.0,,,100266,2024-01-01,crm,
267,Customer 267,Male,USA,45.0,,2023-03-04,100267,2024-01-01,crm,follow up
268,Customer 268,Male,Germany,45.0,85000.0,2023-03-04,100268,2024-01-01,crm,
269,Customer 269,Female,Germany,23.0,33000.0,,100269,2024-01-01,crm,vip
270,Customer 270,Female,Germany,49.0,121000.0,2023-01-15,100270,2024-01-01,crm,vip
271,Customer 271,Male,Germany,32.0,,2023-03-15,100271,2024-01-01,crm,follow up
272,Customer 272,Female,USA,45.0,64000.0,2023-03-04,100272,2024-01-01,crm,vip
273,Customer 273,Male,Germany,75.0,,,100273,2024-01-01,crm,follow up
274,Customer 274,Male,USA,45.0,,2023-03-04,100274,2024-01-01,crm,follow up
275,Customer 275,Female,USA,45.0,,2023-07-22,100275,2024-01-01,crm,
276,Customer 276,Male,Germany,45.0,,2023-03-15,100276,2024-01-01,crm,
277,Customer 277,Female,France,30.0,,2023-01-15,100277,2024-01-01,crm,vip
278,Customer 278,Female,USA,45.0,,2023-01-15,100278,2024-01-01,crm,
279,Customer 279,Female,USA,45.0,142000.0,2023-03-04,100279,2024-01-01,crm,
280,Customer 280,Male,USA,65.0,,,100280,2024-01-01,crm,
281,Customer 281,Female,UK,45.0,,2023-03-15,100281,2024-01-01,crm,
282,Customer 282,Male,USA,45.0,,2023-03-04,100282,2024-01-01,crm,follow up
283,Customer 283,Male,USA,45.0,,,100283,2024-01-01,crm,
284,Customer 284,Female,UK,45.0,,2023-01-15,100284,2024-01-01,crm,vip
285,Customer 285,Female,USA,45.0,,2023-01-15,100285,2024-01-01,crm,follow up
286,Customer 286,Male,Germany,45.0,,2023-03-15,100286,2024-01-01,crm,
287,Customer 287,Female,UK,45.0,,2023-07-22,100287,2024-01-01,crm,
288,Customer 288,Male,USA,45.0,131000.0,2023-07-22,100288,2024-01-01,crm,
289,Customer 289,Male,Germany,45.0,,2023-03-15,100289,2024-01-01,crm,
290,Customer 290,Male,USA,71.0,,2023-03-15,100290,2024-01-01,crm,
291,Customer 291,Female,Germany,45.0,,2023-01-15,100291,2024-01-01,crm,
292,Customer 292,Female,France,45.0,,2023-03-04,100292,2024-01-01,crm,vip
293,Customer 293,Female,UK,49.0,,2023-07-22,100293,2024-01-01,crm,
294,Customer 294,Female,USA,45.0,113000.0,2023-03-15,100294,2024-01-01,crm,vip
295,Customer 295,Male,Germany,72.0,,,100295,2024-01-01,crm,
296,Customer 296,Male,USA,45.0,,,100296,2024-01-01,crm,
297,Customer 297,Male,UK,45.0,134000.0,,100297,2024-01-01,crm,
298,Customer 298,Male,USA,45.0,,2023-01-15,100298,2024-01-01,crm,vip
299,Customer 299,Male,Germany,70.0,24000.0,2023-03-15,100299,2024-01-01,crm,vip
300,Customer 300,Male,UK,45.0,,2023-01-15,100300,2024-01-01,crm,vip
301,Customer 301,Male,France,29.0,89000.0,2023-07-22,100301,2024-01-01,crm,follow up
302,Customer 302,Male,Germany,45.0,48000.0,2023-01-15,100302,2024-01-01,crm,follow up
303,Customer 303,Female,Germany,45.0,,,100303,2024-01-01,crm,follow up
304,Customer 304,Female,Germany,28.0,,,100304,2024-01-01,crm,
305,Customer 305,Female,USA,45.0,,2023-03-15,100305,2024-01-01,crm,vip
306,Customer 306,Female,Germany,45.0,122000.0,2023-03-04,100306,2024-01-01,crm,
307,Customer 307,Female,USA,45.0,,2023-01-15,100307,2024-01-01,crm,
308,Customer 308,Male,USA,45.0,149000.0,2023-03-15,100308,2024-01-01,crm,
309,Customer 309,Female,Germany,45.0,31000.0,2023-01-15,100309,2024-01-01,crm,vip
310,Customer 310,Female,Germany,35.0,,2023-01-15,100310,2024-01-01,crm,
311,Customer 311,Female,USA,45.0,,2023-03-04,100311,2024-01-01,crm,
312,Customer 312,Male,USA,45.0,,,100312,2024-01-01,crm,
313,Customer 313,Female,USA,45.0,,,100313,2024-01-01,crm,vip
314,Customer 314,Male,USA,65.0,,,100314,2024-01-01,crm,
315,Customer 315,Female,Germany,45.0,,,100315,2024-01-01,crm,follow up
316,Customer 316,Female,UK,37.0,,2023-03-15,100316,2024-01-01,crm,
317,Customer 317,Male,Germany,45.0,,2023-03-15,100317,2024-01-01,crm,
318,Customer 318,Male,Germany,45.0,,2023-03-15,100318,2024-01-01,crm,vip
319,Customer 319,Male,UK,45.0,,2023-07-22,100319,2024-01-01,crm,
320,Customer 320,Male,Germany,45.0,110000.0,,100320,2024-01-01,crm,
321,Customer 321,Female,France,45.0,,2023-03-15,100321,2024-01-01,crm,
322,Customer 322,Male,Germany,45.0,,2023-03-04,100322,2024-01-01,crm,
323,Customer 323,Female,UK,24.0,125000.0,2023-07-22,100323,2024-01-01,crm,follow up
324,Customer 324,Male,USA,45.0,,2023-07-22,100324,2024-01-01,crm,follow up
325,Customer 325,Male,France,45.0,,,100325,2024-01-01,crm,follow up
326,Customer 326,Female,USA,45.0,,2023-03-04,100326,2024-01-01,crm,
327,Customer 327,Male,USA,45.0,,,100327,2024-01-01,crm,
328,Customer 328,Male,UK,45.0,,2023-03-15,100328,2024-01-01,crm,follow up
329,Customer 329,Male,USA,45.0,,,100329,2024-01-01,crm,vip
330,Customer 330,Male,Germany,45.0,,2023-03-04,100330,2024-01-01,crm,
331,Customer 331,Male,France,45.0,22000.0,,100331,2024-01-01,crm,
332,Customer 332,Male,Germany,45.0,,2023-07-22,100332,2024-01-01,crm,follow up
333,Customer 333,Female,Germany,45.0,,2023-03-04,100333,2024-01-01,crm,vip
334,Customer 334,Male,USA,45.0,64000.0,2023-03-04,100334,2024-01-01,crm,vip
335,Customer 335,Male,Germany,45.0,,,100335,2024-01-01,crm,
336,Customer 336,Female,USA,21.0,110000.0,2023-07-22,100336,2024-01-01,crm,
337,Customer 337,Male,USA,63.0,,2023-01-15,100337,2024-01-01,crm,
338,Customer 338,Female,USA,45.0,,,100338,2024-01-01,crm,
339,Customer 339,Male,USA,44.0,,,100339,2024-01-01,crm,
